species,file,sequence,start,end,strand,gene,coverage,coverage_map,gaps,coverage_pec,identity_perc,database,accession,product,resistance,record
K. pneumoniae 764A,genome24.fasta,NODE_1_length_409631_cov_8.026748,273218,276340,+,mdtB,1-3123/3123,========/======,2/4,99.94,81.12,card,U00096:2155262-2158385,MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.,aminocoumarin,764A
K. pneumoniae 764A,genome24.fasta,NODE_1_length_409631_cov_8.026748,276341,279418,+,mdtC,1-3078/3078,===============,0/0,100.0,81.74,card,U00096:2158385-2161463,MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.,aminocoumarin,764A
K. pneumoniae 764A,genome24.fasta,NODE_1_length_409631_cov_8.026748,282307,283019,+,baeR,1-713/723,===============,0/0,98.62,81.21,card,AP009048.1:2166412-2167135,BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.,aminocoumarin;aminoglycoside,764A
K. pneumoniae 764A,genome24.fasta,NODE_21_length_94270_cov_10.070521,42202,43568,+,cpxA,1-1367/1374,===============,0/0,99.49,81.78,card,BA000007.3:4905062-4903688,CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.,aminocoumarin;aminoglycoside,764A
K. pneumoniae 764A,genome24.fasta,NODE_24_length_87066_cov_9.253728,15496,15915,+,FosA6,1-420/420,===============,0/0,100.0,99.76,card,KU254579.1:59421-59841,fosA6 is a plasmid-encoded enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.,fosfomycin,764A
K. pneumoniae 764A,genome24.fasta,NODE_26_length_84119_cov_8.446917,32577,35690,-,acrD,1-3114/3114,========/======,2/6,99.9,80.11,card,AP009048.1:2586250-2589364,AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.,aminoglycoside,764A
K. pneumoniae 764A,genome24.fasta,NODE_2_length_353142_cov_9.353203,88568,89761,+,Klebsiella_pneumoniae_acrA,1-1197/1197,========/======,2/3,99.75,97.66,card,AJ318073.1:793-1990,AcrA is a subunit of the AcrAB multidrug efflux system that in K. pneumoniae which is encoded by the acrRAB operon.,cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan,764A
K. pneumoniae 764A,genome24.fasta,NODE_2_length_353142_cov_9.353203,89784,92928,+,acrB,1-3148/3150,========/======,5/9,99.75,83.78,card,U00096.3:484403-481253,Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.,cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan,764A
K. pneumoniae 764A,genome24.fasta,NODE_38_length_54782_cov_8.065615,19633,19986,-,ramA,21-375/375,========/======,1/1,94.4,80.56,card,JQ727668:0-375,RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.,carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan,764A
K. pneumoniae 764A,genome24.fasta,NODE_5_length_222820_cov_8.685050,17841,19589,+,msbA,1-1749/1749,===============,0/0,100.0,80.73,card,U00096.3:966620-968369,MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.,nitroimidazole,764A
K. pneumoniae 764A,genome24.fasta,NODE_61_length_7394_cov_9.081974,522,1337,+,sul2,1-816/816,===============,0/0,100.0,100.0,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.,sulfonamide,764A
K. pneumoniae 764A,genome24.fasta,NODE_61_length_7394_cov_9.081974,1398,2201,+,APH(3'')-Ib,1-804/804,===============,0/0,100.0,99.75,card,AF313472:15593-16397,APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.,aminoglycoside,764A
K. pneumoniae 764A,genome24.fasta,NODE_61_length_7394_cov_9.081974,2201,3037,+,APH(6)-Id,1-837/837,===============,0/0,100.0,99.88,card,AF024602:3155-3992,APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum,aminoglycoside,764A
K. pneumoniae 764A,genome24.fasta,NODE_61_length_7394_cov_9.081974,3758,4618,-,TEM-1,1-861/861,===============,0/0,100.0,99.88,card,AL513383:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.,cephalosporin;monobactam;penam;penem,764A
K. pneumoniae 764A,genome24.fasta,NODE_66_length_5729_cov_10.731972,322,981,+,catI,1-660/660,===============,0/0,100.0,99.85,card,V00622:243-903,catI is a chromosome and transposon-encoded variant of the cat gene found in Escherichia coli and Acinetobacter baumannii,phenicol,764A
K. pneumoniae 764A,genome24.fasta,NODE_67_length_5630_cov_10.071235,105,602,+,dfrA12,1-498/498,===============,0/0,100.0,100.0,card,GU585907.1:22103-21605,dfrA12 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae,diaminopyrimidine,764A
K. pneumoniae 764A,genome24.fasta,NODE_67_length_5630_cov_10.071235,1022,1801,+,aadA2,1-780/780,===============,0/0,100.0,99.87,card,AF156486:5012-5792,aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.,aminoglycoside,764A
K. pneumoniae 764A,genome24.fasta,NODE_67_length_5630_cov_10.071235,2306,3145,+,sul1,1-840/840,===============,0/0,100.0,100.0,card,JF969163:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.,sulfonamide,764A
K. pneumoniae 764A,genome24.fasta,NODE_6_length_214892_cov_7.972965,61805,62209,-,H-NS,1-405/414,===============,0/0,97.83,87.16,card,BA000007.3:1738104-1737690,H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.,cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline,764A
K. pneumoniae 764A,genome24.fasta,NODE_70_length_4481_cov_9.914651,3355,4230,-,CTX-M-15,1-876/876,===============,0/0,100.0,100.0,card,AY044436:1435-2311,CTX-M-15 is a beta-lactamase found in the Enterobacteriaceae family,cephalosporin,764A
K. pneumoniae 764A,genome24.fasta,NODE_73_length_3428_cov_9.517873,167,1072,+,mphA,1-906/906,===============,0/0,100.0,100.0,card,D16251.1:2531-1625,The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.,macrolide,764A
K. pneumoniae 764A,genome24.fasta,NODE_77_length_2381_cov_10.334356,677,1507,-,OXA-1,1-831/831,===============,0/0,100.0,100.0,card,JN420336.1:2230-1399,OXA-1 is a beta-lactamase found in E. coli,cephalosporin;penam,764A
K. pneumoniae 764A,genome24.fasta,NODE_77_length_2381_cov_10.334356,1638,2237,-,AAC(6')-Ib-cr,1-600/600,===============,0/0,100.0,100.0,card,DQ303918:0-600,AAC(6')-Ib-cr is an aminoglycoside acetyltransferase encoded by plasmids transposons integrons in Enterobacteriaceae. The aac(6')-Ib-cr variant gene can induce resistance against aminoglycoside and fluoroquinolone simultaneously,aminoglycoside;fluoroquinolone,764A
K. pneumoniae 764A,genome24.fasta,NODE_7_length_181086_cov_7.542857,40312,41436,-,Klebsiella_pneumoniae_OmpK37,1-1125/1125,===============,0/0,100.0,99.73,card,AJ011502.1:300-1425,Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.,carbapenem;cephalosporin;cephamycin;monobactam;penam;penem,764A
K. pneumoniae 764A,genome24.fasta,NODE_7_length_181086_cov_7.542857,168664,169026,+,Klebsiella_pneumoniae_KpnE,1-363/363,===============,0/0,100.0,100.0,card,AP006725.1:2483889-2484252,KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan,aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline,764A
K. pneumoniae 764A,genome24.fasta,NODE_7_length_181086_cov_7.542857,169013,169342,+,Klebsiella_pneumoniae_KpnF,1-330/330,===============,0/0,100.0,99.09,card,AP006725.1:2484238-2484568,KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.,aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline,764A
K. pneumoniae 764A,genome24.fasta,NODE_92_length_1130_cov_11.374394,107,589,+,dfrA14,1-483/483,===============,0/0,100.0,99.79,card,EU780012:2162-2645,dfrA14 is an integron-encoded dihydrofolate reductase found in Escherichia coli,diaminopyrimidine,764A
K. oxytoca 457A,genome43.fasta,NODE_10_length_210984_cov_3.654736,44276,47397,+,mdtB,1-3122/3123,========/======,4/4,99.9,80.57,card,U00096:2155262-2158385,MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.,aminocoumarin,457A
K. oxytoca 457A,genome43.fasta,NODE_10_length_210984_cov_3.654736,47399,50476,+,mdtC,1-3078/3078,========/======,2/2,99.97,82.04,card,U00096:2158385-2161463,MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.,aminocoumarin,457A
K. oxytoca 457A,genome43.fasta,NODE_10_length_210984_cov_3.654736,53416,54129,+,baeR,1-714/723,===============,0/0,98.76,82.07,card,AP009048.1:2166412-2167135,BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.,aminocoumarin;aminoglycoside,457A
K. oxytoca 457A,genome43.fasta,NODE_14_length_157977_cov_4.056297,28058,28469,+,FosA5,1-412/420,===============,0/0,98.1,80.58,card,KP143090.1:1619-1199,fosA5 is a fosfomycin resistance gene isolated from clinical strain of Escherichia coli E265. It is susceptible to amikacin tetracycline and imipenem and resistant to sulphonamide cephalosporins gentamicin ciprofloxacin chloramphenicol and streptomycin,fosfomycin,457A
K. oxytoca 457A,genome43.fasta,NODE_17_length_117718_cov_4.379548,45414,46780,+,cpxA,1-1367/1374,===============,0/0,99.49,80.61,card,BA000007.3:4905062-4903688,CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.,aminocoumarin;aminoglycoside,457A
K. oxytoca 457A,genome43.fasta,NODE_1_length_945141_cov_3.467792,293750,294151,-,H-NS,1-402/414,===============,0/0,97.1,87.56,card,BA000007.3:1738104-1737690,H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.,cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline,457A
K. oxytoca 457A,genome43.fasta,NODE_1_length_945141_cov_3.467792,564715,565035,+,Klebsiella_pneumoniae_KpnE,1-321/363,==============.,0/0,88.43,82.87,card,AP006725.1:2483889-2484252,KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan,aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline,457A
K. oxytoca 457A,genome43.fasta,NODE_1_length_945141_cov_3.467792,565064,565393,+,Klebsiella_pneumoniae_KpnF,1-330/330,===============,0/0,100.0,85.45,card,AP006725.1:2484238-2484568,KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.,aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline,457A
K. oxytoca 457A,genome43.fasta,NODE_1_length_945141_cov_3.467792,636830,637181,-,marA,1-352/384,==============.,0/0,91.67,81.53,card,AP009048.1:1621287-1621671,In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.,carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan,457A
K. oxytoca 457A,genome43.fasta,NODE_23_length_39939_cov_3.787651,35081,36619,-,Klebsiella_pneumoniae_KpnH,1-1539/1539,===============,0/0,100.0,84.6,card,ASTU01000063.1:61248-62787,KpnH consists of ~511 residues resembles EmrB of E. coli and is probably a translocase in the KpnGH-TolC efflux protein in K. pneumoniae. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin.,aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide,457A
K. oxytoca 457A,genome43.fasta,NODE_23_length_39939_cov_3.787651,36635,37807,-,Klebsiella_pneumoniae_KpnG,1-1173/1173,===============,0/0,100.0,88.15,card,ACWO01000051.1:22092-23265,KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin,aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide,457A
